Common Name,County,City,Locality Detail,Latitude,Latitude Units,Latitude Actual/Estimate,Longitude,Longitude Units,Longitude Actual/Estimate,How lat/long determined,Restrand,Group Event Flag,Group Type: UME,Findings of Human Interaction,Boat Collision,Shot,Fishery Interaction,SW Fishery Type,Other Human Interaction,Other Human Int Description,SW Other Human Int Type,How Determined: External Exam,How Determined: Internal Exam,How Determined: Necropsy,How Determined: Other,How Determined: Describe,Other Findings upon Level Y/N,Other Findings - Illness,Other Findings - Injury,Other Findings - Pregnant,Other Findings - Other,Other Findings - Descibe,SW Other Findings Type,Observation Date,How Observed,Observation Status,Date of Examination,Condition at Examination,Left at Site,Immediate Release at Site,Relocated,Disentangled,Euthanized at Site,Died at Site,Transfer to Rehab,Date of Initial Disposition,Rehab Facility Name,Died During Transport,Euthanized During Transport,Other,Other Describe,Sick,Injured,Out of Habitat,Deemed Healthy/Releasable,Abandoned/Orphaned,Inaccesible,Location Hazardous to Animal,Location Hazardous Public,Unknown/CBD,Condition Other,Condition Other Description,Condition Comments,Sex,Age Class,Whole Carcass,Partial Carcass,Length,Length Units,Length actual/estimate,Weight,Weight Units,Weight actual/estimate,Carcass Left at Site,Carcass Buried,Carcass Rendered,Carcass Towed,Carcass Sunk,Carcass Sunk Lattitude,Carcass Sunk Longitude,Carcass Frozen for Later Exam,Carcass Landfill,Carcass Unknown,Carcass Other,Carcass Other Description,Other Collection Comments,Necropsied,Necropsy Limited Flag,Date of Necropsy,Additional Remarks
"Seal, northern elephant",Santa Barbara,SB,STEARN'S WHARF,34.2468,DECIMAL DEGREES,actual,-119.4127,DECIMAL DEGREES,actual,GPS,N,N,,N,N,N,N,,N,,,Y,N,N,N,,Y,N,N,N,Y,WEANER,,3/26/12,Beach or Land,Alive,3/26/12,Alive,N,N,Y,N,N,N,N,,,N,N,N,RELEASED AT GAVIOTA STATE BEACH,N,N,N,Y,N,N,N,N,N,Y,WEANER CHECKED OUT OKAY,,FEMALE,PUP/CALF,N,N,43,in,actual,133,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,"RELEASED AT GAVIOTA STATE BEACH LAT 34.2828, LONG -120.1367"
"Seal, northern elephant",Santa Barbara,SB,SB HARBOR,34.2445,DECIMAL DEGREES,actual,-119.415,DECIMAL DEGREES,actual,GPS,N,N,,N,N,N,N,,N,,,Y,N,N,N,,Y,N,N,N,Y,WEANER,,3/29/12,Beach or Land,Alive,3/29/12,Alive,N,N,Y,N,N,N,N,,,N,N,N,RELEASED AT GAVIOTA STATE BEACH,N,N,N,Y,N,N,N,N,N,Y,WEANER CHECKED OUT OKAY,,MALE,PUP/CALF,N,N,52,in,actual,213,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,"RELEASED AT GAVIOTA STATE BEACH LAT 34.2828, LONG -120.1367"
"Seal, northern elephant",Santa Barbara,GOLETA,ISLA VISTA EL EMBARCADERO,34.2452,decimal degrees,actual,-119.5138,decimal degrees,actual,GPS,N,N,N,N,N,N,N,,N,,,Y,N,N,N,,Y,N,N,N,Y,WEANER,,3/29/12,Beach or Land,Alive,3/29/12,Alive,N,N,Y,N,N,N,N,,,N,N,N,,N,N,N,Y,N,N,N,N,N,Y,,WEANER CHECKED OUT OKAY; RELEASED AT GAVIOTA STATE BEACH,FEMALE,PUP/CALF,N,N,47,in,actual,171,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,"RELEASED AT GAVIOTA STATE BEACH LAT 34.2828, LONG -120.1367"
"Seal, northern elephant",Santa Barbara,CARPINTERIA,PALM AVE.,34.2348,DECIMAL DEGREES,actual,-119.3129,DECIMAL DEGREES,actual,GPS,N,N,,N,N,N,N,,N,,,Y,N,N,N,,Y,N,N,N,Y,WEANER,,3/30/12,Beach or Land,Alive,3/30/12,Alive,N,N,Y,N,N,N,N,,,N,N,N,RELEASED AT GAVIOTA STATE BEACH,N,N,N,Y,N,N,N,N,N,Y,WEANER CHECKED OUT OKAY,,MALE,PUP/CALF,N,N,52,in,actual,241,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,"RELEASED AT GAVIOTA STATE BEACH LAT 34.2828, LONG -120.1367"
"Seal, northern elephant",Santa Barbara,SB,ARROYO BURRO BEACH,34.2415,DECIMAL DEGREES,actual,-119.4463,DECIMAL DEGREES,actual,GPS,N,N,,N,N,N,N,,N,,,Y,N,N,N,,Y,N,N,N,Y,WEANER,,3/30/12,Beach or Land,Alive,3/30/12,Alive,N,N,Y,N,N,N,N,,,N,N,N,RELEASED AT GAVIOTA STATE BEACH,N,N,N,Y,N,N,N,N,N,Y,WEANER CHECKED OUT OKAY,,FEMALE,PUP/CALF,N,N,51,in,actual,217,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,"RELEASED AT GAVIOTA STATE BEACH LAT 34.2828, LONG -120.1367"
"Seal, northern elephant",Santa Barbara,GOLETA,SANDPIPER GOLF COURSE,34.2577,DECIMAL DEGREES,actual,-119.5453,DECIMAL DEGREES,actual,GPS,N,N,,N,N,N,N,,N,,,Y,N,N,N,,Y,N,N,N,Y,WEANER,,3/31/12,Beach or Land,Alive,3/31/12,Alive,N,N,Y,N,N,N,N,,,N,N,N,RELEASED AT GAVIOTA STATE BEACH,N,N,N,Y,N,N,N,N,N,Y,WEANER CHECKED OUT OKAY,,MALE,PUP/CALF,N,N,56,in,actual,212,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,"RELEASED AT GAVIOTA STATE BEACH LAT 34.2828, LONG -120.1367"
"Seal, northern elephant",Santa Barbara,SB,SB HARBOR,34.2445,DECIMAL DEGREES,actual,-119.415,DECIMAL DEGREES,actual,GPS,N,N,,N,N,N,N,,N,,,Y,N,N,N,,Y,N,N,N,Y,WEANER,,4/1/12,Beach or Land,Alive,4/1/12,Alive,N,N,N,N,N,N,Y,4/1/12,Santa Barbara Marine Mammal Center,N,N,N,,Y,N,N,N,N,N,N,N,N,Y,,"WEANER, LETHARGIC",FEMALE,PUP/CALF,N,N,46,in,actual,137,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,
"Seal, northern elephant",Santa Barbara,GOLETA,GOL. BEACH,34.2498,DECIMAL DEGREES,actual,-119.487,DECIMAL DEGREES,actual,GPS,N,N,,N,N,N,N,,N,,,Y,N,N,N,,Y,N,N,N,Y,WEANER,,4/1/12,Beach or Land,Alive,4/1/12,Alive,N,N,Y,N,N,N,N,,,N,N,N,,N,N,N,Y,N,N,N,N,N,Y,,WEANER CHECKED OUT OKAY; RELEASED AT GAVIOTA STATE BEACH,FEMALE,PUP/CALF,N,N,50,in,actual,209,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,"RELEASED AT GAVIOTA STATE BEACH LAT 34.2828, LONG 120.1367"
"Seal, northern elephant",Santa Barbara,SB,ARROYO BURRO BEA,34.2432,DECIMAL DEGREES,actual,-119.4527,DECIMAL DEGREES,actual,GPS,N,N,,N,N,N,N,,N,,,Y,N,N,N,,Y,N,N,N,Y,WEANER,,4/2/12,Beach or Land,Alive,4/2/12,Alive,N,N,N,N,N,N,Y,4/2/12,Santa Barbara Marine Mammal Center,N,N,N,,N,N,N,N,N,N,N,N,N,Y,,"WEANER, LETHARGIC",MALE,PUP/CALF,N,N,44,in,actual,156,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,
"Seal, northern elephant",Santa Barbara,GOLETA,GOLETA BEACH,34.2498,DECIMAL DEGREES,actual,-119.487,DECIMAL DEGREES,actual,GPS,N,N,,N,N,N,N,,N,,,Y,N,N,N,,Y,N,N,N,Y,WEANER,,4/2/12,Beach or Land,Alive,4/2/12,Alive,N,N,Y,N,N,N,N,,,N,N,N,,N,N,N,Y,N,N,N,N,N,Y,,WEANER CHECKED OUT OKAY; RELEASED AT GAVIOTA STATE BEACH,MALE,PUP/CALF,N,N,50,in,actual,189,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,"RELEASED AT GAVIOTA STATE BEACH LAT 34.2828, LONG 120.1367"
"Seal, northern elephant",Santa Barbara,GOLETA,BLA VISTA CAMINO DEL SUR,34.2456,DECIMAL DEGREES,actual,-119.5176,DECIMAL DEGREES,actual,GPS,N,N,,N,N,N,N,,N,,,Y,N,N,N,,Y,N,N,N,Y,WEANER,,4/2/12,Beach or Land,Alive,4/2/12,Alive,N,N,N,N,N,N,Y,4/2/12,Santa Barbara Marine Mammal Center,N,N,N,,Y,N,N,N,N,N,N,N,N,Y,,"WEANER, VERY LETHARGIC",FEMALE,PUP/CALF,N,N,43,in,actual,140,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,
"Seal, northern elephant",Santa Barbara,CARPINTENA,CARP. STATE BEA TARPITS,34.2323,DECIMAL DEGREES,actual,-119.3084,DECIMAL DEGREES,actual,GPS,N,N,,N,N,N,N,,N,,,Y,N,N,N,,Y,N,N,N,Y,WEANER,,4/3/12,Beach or Land,Alive,4/3/12,Alive,N,N,Y,N,N,N,N,,,N,N,N,,N,N,N,Y,N,N,N,N,N,Y,,WEANER CHECKED OUT OKAY; RELEASED AT GAVIOTA STATE BEACH,MALE,PUP/CALF,N,N,49,in,actual,184,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,"RELEASED AT GAVIOTA STATE BEACH LAT 34.2828, LONG 120.1367"
"Seal, northern elephant",Santa Barbara,SUMMERLAND,POSILIPO BEACH ACCESS,34.2514,DECIMAL DEGREES,actual,-119.3749,DECIMAL DEGREES,actual,GPS,N,N,,N,N,N,N,,N,,,Y,N,N,N,,Y,N,N,N,Y,WEANER,,4/4/12,Beach or Land,Alive,4/4/12,Alive,N,N,N,N,N,N,Y,4/4/12,Santa Barbara Marine Mammal Center,N,N,N,,Y,N,N,N,N,N,N,N,N,Y,,"WEANER, LETHARGIC",MALE,PUP/CALF,N,N,56,in,actual,251,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,
"Seal, northern elephant",Santa Barbara,SB,HENDRY'S / HOPE BEACH,34.2432,DECIMAL DEGREES,actual,-119.4527,DECIMAL DEGREES,actual,GPS,N,N,,N,N,N,N,,N,,,Y,N,N,N,,Y,N,N,N,Y,WEANER,,4/5/12,Beach or Land,Alive,4/5/12,Alive,N,N,Y,N,N,N,N,,,N,N,N,,N,N,N,Y,N,N,N,N,N,Y,,WEANER CHECKED OUT OKAY; RELEASED AT GAVIOTA STATE BEACH,MALE,PUP/CALF,N,N,50,in,actual,189,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,"RELEASED AT GAVIOTA LAT 34.2828, LONG 120.1367"
"Seal, northern elephant",Santa Barbara,GOLETA,ELLWOOD BEACH BACARA RESORT,34.2589,DECIMAL DEGREES,actual,-119.5507,DECIMAL DEGREES,actual,GPS,N,N,,N,N,N,N,,N,,,Y,N,N,N,,Y,N,N,N,Y,WEANER,,4/5/12,Beach or Land,Alive,4/5/12,Alive,N,N,Y,N,N,N,N,,,N,N,Y,,N,N,N,Y,N,N,N,N,N,Y,,WEANER CHECKED OUT OKAY; RELEASED AT GAVIOTA STATE BEACH,MALE,PUP/CALF,N,N,51,in,actual,192,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,"RELEASED AT GAVIOTA STATE BEACH LAT 34.2828, LONG 120.1367"
"Seal, northern elephant",Santa Barbara,SUMMERLAND,LOOKOUT PARK,34.2516,DECIMAL DEGREES,actual,-119.3607,DECIMAL DEGREES,actual,GPS,N,N,,N,N,N,N,,N,,,Y,N,N,N,,Y,N,N,N,Y,WEANER,,4/6/12,Beach or Land,Alive,4/6/12,Alive,N,N,Y,N,N,N,N,,,N,N,Y,,N,N,N,Y,N,N,N,N,N,Y,,WEANER CHECKED OUT OKAY; RELEASED AT GAVIOTA STATE BEACH,MALE,PUP/CALF,N,N,53,in,actual,226,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,"RELEASED AT GAVIOTA LAT 34.2828, LONG 120.1367"
"Seal, northern elephant",Santa Barbara,SB,MORE MESA,34.2488,DECIMAL DEGREES,actual,-119.4681,DECIMAL DEGREES,actual,GPS,N,N,,N,N,N,N,,N,,,Y,N,N,N,,Y,N,N,N,Y,WEANER,,4/6/12,Beach or Land,Alive,4/6/12,Alive,N,N,Y,N,N,N,N,,,N,N,Y,,N,N,N,Y,N,N,N,N,N,Y,,WEANER CHECKED OUT OKAY; RELEASED AT GAVIOTA STATE BEACH,MALE,PUP/CALF,N,N,51,in,actual,223,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,"RELEASED AT GAVIOTA LAT 34.2828, LONG 120.1369"
"Seal, northern elephant",Santa Barbara,SUMMERLAND,LOOKOUT PARK,34.2516,DECIMAL DEGREES,actual,-119.3607,DECIMAL DEGREES,actual,GPS,N,N,,N,N,N,N,,N,,,Y,N,N,N,,Y,N,N,N,Y,WEANER,,4/6/12,Beach or Land,Alive,4/6/12,Alive,N,N,Y,N,N,N,N,,,N,N,Y,,N,N,N,Y,N,N,N,N,N,Y,,WEANER CHECKED OUT OKAY; RELEASED AT GAVIOTA STATE BEACH,FEMALE,PUP/CALF,N,N,47,in,actual,201,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,"RELEASED AT GAVIOTA STATE BEACH LAT 34.2828, LONG 120.1367"
"Seal, northern elephant",Santa Barbara,SB,HENDRY'S BEACH,34.2432,DECIMAL DEGREES,actual,-119.4527,DECIMAL DEGREES,actual,GPS,N,N,,N,N,N,N,,N,,,Y,N,N,N,,Y,N,N,N,Y,WEANER,,4/6/12,Beach or Land,Alive,4/6/12,Alive,N,N,Y,N,N,N,N,,,N,N,Y,,N,N,N,Y,N,N,N,N,N,Y,,WEANER CHECKED OUT OKAY; RELEASED AT GAVIOTA STATE BEACH,FEMALE,PUP/CALF,N,N,49,in,actual,217,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,"RELEASED AT GAVIOTA LAT 34.2828, LONG 120.1368"
"Seal, northern elephant",Santa Barbara,GOLETA,MORE MESA,34.2509,DECIMAL DEGREES,actual,-119.4822,DECIMAL DEGREES,actual,GPS,N,N,,N,N,N,N,,N,,,Y,N,N,N,,Y,N,N,N,Y,WEANER,,4/6/12,Beach or Land,Alive,4/6/12,Alive,N,N,Y,N,N,N,N,,,N,N,Y,,N,N,N,Y,N,N,N,N,N,Y,,WEANER CHECKED OUT OKAY; RELEASED AT GAVIOTA STATE BEACH,FEMALE,PUP/CALF,N,N,44,in,actual,150,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,"RELEASED AT GAVIOTA LAT 34.2828, LONG 120.1370"
"Seal, northern elephant",Santa Barbara,SB,HOPE RANCH BEACH,34.2477,DECIMAL DEGREES,actual,-119.4655,DECIMAL DEGREES,actual,GPS,N,N,,N,N,N,N,,N,,,Y,N,N,N,,Y,N,N,N,Y,WEANER,,4/7/12,Beach or Land,Alive,4/7/12,Alive,N,N,Y,N,N,N,N,,,N,N,Y,,N,N,N,Y,N,N,N,N,N,Y,,WEANER CHECKED OUT OKAY; RELEASED AT GAVIOTA STATE BEACH,MALE,PUP/CALF,N,N,49,in,actual,198,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,"RELEASED AT GAVIOTA STATE BEACH LAT 34.2828, LONG 120.1367"
"Seal, northern elephant",Santa Barbara,GOLETA,MARINE SCI INSTITUTE,34.2442,DECIMAL DEGREES,actual,-119.5057,DECIMAL DEGREES,actual,GPS,N,N,,N,N,N,N,,N,,,Y,N,N,N,,Y,N,N,N,Y,WEANER,,4/7/12,Beach or Land,Alive,4/7/12,Alive,N,N,Y,N,N,N,N,,,N,N,Y,,N,N,N,Y,N,N,N,N,N,Y,,WEANER CHECKED OUT OKAY; RELEASED AT GAVIOTA STATE BEACH,MALE,PUP/CALF,N,N,52,in,actual,213,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,"RELEASED AT GAVIOTA STATE BEACH LAT 34.2828, LONG 120.1367"
"Seal, northern elephant",Santa Barbara,SB,STEARN'S WHARF,,DECIMAL DEGREES,actual,,DECIMAL DEGREES,actual,GPS,N,N,,N,N,N,N,,N,,,Y,N,N,N,,Y,N,N,N,Y,WEANER,,4/7/12,Beach or Land,Alive,4/7/12,Alive,N,N,Y,N,N,N,N,,,N,N,Y,,N,N,N,Y,N,N,N,N,N,Y,,WEANER CHECKED OUT OKAY; RELEASED AT GAVIOTA STATE BEACH,FEMALE,PUP/CALF,N,N,43,in,actual,144,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,"RELEASED AT GAVIOTA STATE BEACH LAT 34.2828, LONG 120.1367"
"Seal, northern elephant",Santa Barbara,SB,BUTTERFLY BEA,34.2503,DECIMAL DEGREES,actual,-119.3883,DECIMAL DEGREES,actual,GPS,N,N,,N,N,N,N,,N,,,Y,N,N,N,,Y,N,N,N,Y,WEANER,,4/9/12,Beach or Land,Alive,4/9/12,Alive,N,N,Y,N,N,N,N,,,N,N,Y,,N,N,N,Y,N,N,N,N,N,Y,,WEANER CHECKED OUT OKAY; RELEASED AT GAVIOTA STATE BEACH,FEMALE,PUP/CALF,N,N,42,in,actual,133,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,"RELEASED AT GAVIOTA STATE BEACH LAT 34.2828, LONG 120.1367"
"Seal, northern elephant",Santa Barbara,VANDENBERG AFB,VANDENBERG AIR FORCE BASE BOATHOUSE,34.333,decimal degrees,actual,-120.3651,decimal degrees,actual,GPS,N,N,N,N,N,N,N,,N,,,Y,N,N,N,,Y,N,N,N,Y,"WEANER, SEVERELY INFECTED BONE, EYE GONE",,4/9/12,Beach or Land,Alive,4/9/12,Alive,N,N,N,N,N,N,Y,4/9/12,Santa Barbara Marine Mammal Center,N,N,N,,Y,Y,N,N,N,N,N,N,N,N,,"SEVERELY INFECTED ABSCESS (BURSED) ON FACE, EYES GONE, BONE INFECTED; EUTHANIZED",MALE,PUP/CALF,N,N,55,in,actual,253,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,
"Seal, northern elephant",Santa Barbara,GOLETA,BACARA RESORT,34.2589,DECIMAL DEGREES,actual,-119.5507,DECIMAL DEGREES,actual,GPS,N,N,,N,N,N,N,,N,,,Y,N,N,N,,Y,N,N,N,Y,WEANER,,4/11/12,Beach or Land,Alive,4/11/12,Alive,N,N,Y,N,N,N,N,,,N,N,Y,,N,N,N,Y,N,N,N,N,N,Y,,WEANER CHECKED OUT OKAY; RELEASED AT GAVIOTA STATE BEACH,FEMALE,PUP/CALF,N,N,48,in,actual,179,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,"RELEASED AT GAVIOTA STATE BEACH LAT 34.2828, LONG 120.1367"
"Seal, northern elephant",Santa Barbara,SB,SB HARBOR,34.2445,DECIMAL DEGREES,actual,-119.415,DECIMAL DEGREES,actual,GPS,N,N,,N,N,N,N,,N,,,Y,N,N,N,,Y,N,N,N,N,,,4/18/12,Beach or Land,Alive,4/18/12,Alive,N,N,Y,N,N,N,N,,,N,N,Y,,N,N,N,Y,N,N,N,N,N,Y,,WEANER CHECKED OUT OKAY; RELEASED AT GAVIOTA STATE BEACH,FEMALE,PUP/CALF,N,N,46,in,actual,158,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,"RELEASED AT GAVIOTA LAT 34.2828, LONG 120.1367"
"Seal, northern elephant",Santa Barbara,SB,EAST BEACH,34.2496,DECIMAL DEGREES,actual,-119.4015,DECIMAL DEGREES,actual,GPS,N,N,,N,N,N,N,,N,,,Y,N,N,N,,Y,N,N,N,Y,WEANER,,4/19/12,Beach or Land,Alive,4/19/12,Alive,N,N,Y,N,N,N,N,,,N,N,Y,,N,N,N,Y,N,N,N,N,N,Y,,WEANER CHECKED OUT OKAY; RELEASED AT GAVIOTA STATE BEACH,MALE,PUP/CALF,N,N,50,in,actual,178,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,"RELEASED AT GAVIOTA LAT 34.2828, LONG 120.1368"
"Seal, northern elephant",Santa Barbara,SB,"HENDRY'S BEACH, HOPE RANCH",34.2454,DECIMAL DEGREES,actual,-119.4588,DECIMAL DEGREES,actual,GPS,N,N,,CBD,N,N,N,,N,,,N,N,N,N,,Y,N,N,N,Y,WEANER,,4/22/12,Beach or Land,Alive,4/12/12,Alive,N,N,Y,N,N,N,N,,,N,N,Y,,N,N,N,N,N,N,N,N,N,Y,,WEANER CHECKED OUT OKAY; RELEASED AT GAVIOTA STATE BEACH,MALE,PUP/CALF,N,N,51,in,actual,220,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,"RELEASED AT GAVIOTA STATE BEA. LAT 34.2828, LONG 120.1367"
"Seal, northern elephant",Santa Barbara,SB,HOPE RANCH,34.2488,DECIMAL DEGREES,actual,-119.4681,DECIMAL DEGREES,actual,GPS,N,N,,N,N,N,N,,N,,,Y,N,N,N,,Y,N,N,N,Y,WEANER,,5/16/12,Beach or Land,Alive,5/16/12,Alive,N,N,Y,N,N,N,N,,Santa Barbara Marine Mammal Center,N,N,Y,,N,N,N,Y,N,N,N,N,N,Y,,WEANER CHECKED OUT OKAY; RELEASED AT GAVIOTA STATE BEACH,MALE,PUP/CALF,N,N,51,in,actual,176,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,
"Seal, northern elephant",Santa Barbara,SB,HOPE RANCH - HENDRY'S BEA.,34.2477,DECIMAL DEGREES,actual,-119.4655,DECIMAL DEGREES,actual,GPS,N,N,,N,N,N,N,,N,,,Y,N,N,N,,Y,N,N,N,Y,WEANER,,2/25/13,Beach or Land,Alive,2/25/13,Alive,N,N,Y,N,N,N,N,,,N,N,N,,N,N,N,Y,N,N,N,N,N,Y,,WEANER CHECKED OUT OKAY; RELEASED AT GAVIOTA STATE BEACH 2/25/13,MALE,PUP/CALF,N,N,57,in,actual,226,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,"RELEASED AT GAVIOTA STATE BEACH 2/25/13 LAT 34.2828, LONG -120.1367"
"Seal, northern elephant",Santa Barbara,SB,EAST BEACH,34.2468,DECIMAL DEGREES,actual,-119.4127,DECIMAL DEGREES,actual,GPS,N,N,,N,N,N,N,,N,,,Y,N,N,N,,N,N,N,N,Y,WEANER,,2/27/13,Beach or Land,Alive,2/27/13,Alive,N,N,Y,N,N,N,N,,Santa Barbara Marine Mammal Center,N,N,N,,N,N,N,Y,N,N,N,N,N,Y,,WEANER CHECKED OUT OKAY; RELEASED AT GAVIOTA STATE BEACH 2/27/13,FEMALE,PUP/CALF,N,N,52,in,actual,138,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,"RELEASED AT GAVIOTA STATE BEACH 2/27/13 LAT: 34.2828, LONG: 120.1367"
"Seal, northern elephant",Santa Barbara,SB,EAST BEACH,34.2496,DECIMAL DEGREES,actual,-119.4015,DECIMAL DEGREES,actual,GPS,N,N,,N,N,N,N,,N,,,Y,N,N,N,,N,N,N,N,Y,WEANER,,3/2/13,Beach or Land,Alive,3/2/13,Alive,N,N,Y,N,N,N,N,,,N,N,N,,N,N,N,Y,N,N,N,N,N,Y,WEANER CHECKED OUT OKAY; RELEASED AT GAVIOTA STATE BEACH 3/2/13,,UNKNOWN,PUP/CALF,N,N,52,in,actual,156,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,"RELEASED AT GAVIOTA STATE BEACH 3/2/13 LAT: 34.2828, LONG: -120.1367"
"Seal, northern elephant",Santa Barbara,GAVIOTA,REFUGIO BEACH,34.2826,DECIMAL DEGREES,actual,-120.0721,DECIMAL DEGREES,actual,GPS,N,N,,N,N,N,N,,N,,,Y,N,N,N,,N,N,N,N,Y,WEANER,,3/4/13,Beach or Land,Alive,3/4/13,Alive,N,N,Y,N,N,N,N,,,N,N,N,,N,N,N,Y,N,N,N,N,N,Y,WEANER CHECKED OUT OKAY; RELEASED AT GAVIOTA STATE BEACH,,FEMALE,PUP/CALF,N,N,50,in,actual,144,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,"RELEASED AT GAVIOTA STATE BEACH LAT: 34.2828, LONG: -120.1367"
"Seal, northern elephant",Santa Barbara,GOLETA,ELLWOOD PIER,34.258,DECIMAL DEGREES,actual,-119.5549,DECIMAL DEGREES,actual,GPS,N,N,,N,N,N,N,,N,,,Y,N,N,N,,Y,N,Y,N,Y,"WEANER, HEMATOMA ON CHEEK RIGHT SIDE",,3/4/13,Beach or Land,Alive,3/4/13,Alive,N,N,N,N,N,N,Y,3/4/13,Santa Barbara Marine Mammal Center,N,N,N,,Y,N,N,N,N,N,N,N,N,Y,"WEANER, HEMATOMA ON RIGHT CHEEK",,MALE,PUP/CALF,N,N,53,in,actual,166,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,
"Seal, northern elephant",Santa Barbara,SB,E. BEACH,34.2496,DECIMAL DEGREES,actual,-119.4015,DECIMAL DEGREES,actual,GPS,N,N,,N,N,N,N,,N,,,Y,N,N,N,,N,N,N,N,Y,WEANER,,3/5/13,Beach or Land,Alive,3/5/13,Alive,N,N,Y,N,N,N,N,,,N,N,N,,N,N,N,Y,N,N,N,N,N,Y,WEANER CHECKED OUT OKAY; RELEASED AT GAVIOTA STATE BEACH,,MALE,PUP/CALF,N,N,55,in,actual,192,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,"RELEASED AT GAVIOTA STATE BEACH LAT: 34.2828, LONG: -120.1367"
"Seal, northern elephant",Santa Barbara,SUMMERLAND,LOON PT TRAIL,34.2507,DECIMAL DEGREES,actual,-119.3556,DECIMAL DEGREES,actual,GPS,N,N,,N,N,N,N,,N,,,Y,N,N,N,,N,N,N,N,Y,WEANER,,3/10/13,Beach or Land,Alive,3/10/13,Alive,N,N,Y,N,N,N,N,,,N,N,N,,N,N,N,Y,N,N,N,N,N,Y,WEANER CHECKED OUT OKAY; RELEASED AT GAVIOTA STATE BEACH 3/10/13,,MALE,PUP/CALF,N,N,53,in,actual,166,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,"RELEASED AT GAVIOTA STATE BEACH 3/10/13 LAT: 34.2828, LONG: -120.1367"
"Seal, northern elephant",Santa Barbara,SB,SB HARBOR,34.2448,DECIMAL DEGREES,actual,-119.4126,DECIMAL DEGREES,actual,GPS,N,N,,N,N,N,N,,N,,,Y,N,N,N,,N,N,N,N,Y,WEANER,,3/10/13,Beach or Land,Alive,3/10/13,Alive,N,N,Y,N,N,N,N,,,N,N,N,,N,N,N,Y,N,N,N,N,N,Y,WEANER CHECKED OUT OKAY; RELEASED AT GAVIOTA STATE BEACH 3/10/13,,FEMALE,PUP/CALF,N,N,48,in,actual,130,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,"RELEASED AT GAVIOTA STATE BEACH 3/10/13 LAT: 34.2828, LONG: -120.1367"
"Seal, northern elephant",Santa Barbara,CARPINTERIA,RINCON PT.,34.2201,DECIMAL DEGREES,actual,-119.2908,DECIMAL DEGREES,actual,GPS,N,N,,N,N,N,N,,N,,,Y,N,N,N,,N,N,N,N,Y,WEANER,,3/13/13,Beach or Land,Alive,3/13/13,Alive,N,N,Y,N,N,N,N,,,N,N,N,,N,N,N,Y,N,N,N,N,N,Y,WEANER CHECKED OUT OKAY; RELEASED AT ELLWOOD BEACH 3/13/13,,FEMALE,PUP/CALF,N,N,48,in,actual,160,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,"RELEASED AT ELLWOOD BEACH 3/13/13 34.2589, 119.5507"
