Common Name,Date of Occurance,Date of Examination,County,City,Location Details,Latitude,Longitude,Type of Occurance,Initial Condition,Initial Disposition,Sex,Age,Length,Length Units,Weight,Weight Units,Stranding Remarks,Material Disposition,Final Disposition Remarks
CALIFORNIA SEA LION,6/17/05,6/17/05,SANTA BARBARA,SANTA CRUZ ISLAND,PRISONERS HARBOR NORTH CENTRAL SCI,,,UNKNOWN,FRESH DEAD,SPECIMEN TO SCIENTIFIC COLLECTION,F,ADULT,75,IN,,,,50 G OF ADIPOSE AND 50 G OF MUSCLE FOR DDTR/PCB TESTING TO WOODS HOLE GROUP (STORED IN FREEZER AT SANTA CRUZ ISLAND),
CALIFORNIA SEA LION,6/17/05,6/17/05,SANTA BARBARA,SUMMERLAND,LOON POINT,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,ADULT,59,IN,144,LB,SUSPECTED DOMOIC ACID TOXICITY,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/17/05,6/17/05,SANTA BARBARA,MONTECITO,BUTTERFLY BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,61,IN,169,LB,SUSPECTED DOMOIC ACID TOXICITY,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/17/05,6/17/05,SANTA BARBARA,CARPINTERIA,CARPINTERIA BEACH,,,HAULOUT-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,50,IN,73,LB,ANIMAL HEALTHY; TRANSPORTED TO REHAB FACILITY FOR OFFSHORE ISLAND RELEASE,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/18/05,6/18/05,SANTA BARBARA,MONTECITO,BUTTERFLY BEACH,,,UNKNOWN,MODERATE DECOMPOSITION,BURIED,U,UNKNOWN,60,IN,325,LB,,NO PARTS COLLECTED,
CALIFORNIA SEA LION,6/18/05,6/18/05,SANTA BARBARA,CARPINTERIA,CARPINTERIA STATE BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,64,IN,282,LB,SUSPECTED DOMOIC ACID TOXICITY,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/18/05,6/18/05,SANTA BARBARA,CARPINTERIA,CARPINTERIA STATE BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,SUBADULT,51,IN,76,LB,SUSPECTED DOMOIC ACID TOXICITY,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/18/05,6/18/05,SANTA BARBARA,SANTA BARBARA,"COAL OIL POINT, UNIVERSITY OF CALIFORNIA AT SANTA BARBARA",,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,57,IN,120,LB,SUSPECTED DOMOIC ACID TOXICITY,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/18/05,6/18/05,SANTA BARBARA,SANTA BARBARA,SUMMERLAND BEACH,,,HAULOUT-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,40,IN,48,LB,ANIMAL HEALTHY; PUBLIC NUISANCE; TRANSPORTED TO REHAB FACILITY FOR OFFSHORE ISLAND RELEASE,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/18/05,6/18/05,SANTA BARBARA,CARPINTERIA,CARPINTERIA STATE BEACH,,,HAULOUT-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,43,IN,40,LB,ANIMAL HEALTHY; PUBLIC NUISANCE; TRANSPORTED TO REHAB FACILITY FOR OFFSHORE ISLAND RELEASE,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/18/05,6/18/05,SANTA BARBARA,SANTA BARBARA,WEST BEACH,,,HAULOUT-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,ADULT,51,IN,73,LB,ANIMAL HEALTHY; PUBLIC NUISANCE; TRANSPORTED TO REHAB FACILITY FOR OFFSHORE ISLAND RELEASE,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/19/05,6/19/05,SANTA BARBARA,ISLA VISTA,ISLA VISTA BEACH PARK,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,59,IN,174,LB,SUSPECTED DOMOIC ACID TOXICITY,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/19/05,6/19/05,SANTA BARBARA,ELLWOOD,ELLWOOD BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,58,IN,157,LB,SUSPECTED DOMOIC ACID TOXICITY; ONE OF TWO ANIMALS FOUND AT THIS SITE ON THIS DATE,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/19/05,6/19/05,SANTA BARBARA,ELLWOOD,ELLWOOD BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,56,IN,165,LB,SUSPECTED DOMOIC ACID TOXICITY; ONE OF TWO ANIMALS FOUND AT THIS SITE ON THIS DATE,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/19/05,6/19/05,SANTA BARBARA,MONTECITO,MIRAMAR BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,54,IN,148,LB,SUSPECTED DOMOIC ACID TOXICITY,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/19/05,6/19/05,SANTA BARBARA,CARPINTERIA,CARPINTERIA STATE BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,61,IN,215,LB,SUSPECTED DOMOIC ACID TOXICITY,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/20/05,6/20/05,SANTA BARBARA,SANTA BARBARA,"WEST BEACH, ABOUT 15 FEET FROM WATER",,,UNKNOWN,FRESH DEAD,BURIED,U,UNKNOWN,48,IN,100,LB,,NO PARTS COLLECTED,
LONG-BEAKED COMMON DOLPHIN,6/20/05,6/20/05,SANTA BARBARA,GOLETA,"UNIVERSITY OF CALIFORNIA SANTA BARBARA, AT ANACAPA STEPS",3441,11984,ILLNESSINJURY-RELATED,FRESH DEAD,SPECIMEN TO SCIENTIFIC COLLECTION,M,UNKNOWN,225,CM,294,LB,"FIRST OBSERVED SWIMMING IN CLOCKWISE CIRCLES IN 6 FEET OF WATER, SOON AFTER WASHED IN DEAD",TISSUES TO SANTA BARBARA MUSEUM OF NATURAL HISTORY; SKULL TO WORLD OF NATURE MUSEUM OF OSTEOLOGY IN OKLAHOMA,
CALIFORNIA SEA LION,6/20/05,6/20/05,SANTA BARBARA,SANTA BARBARA,EAST BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,60,IN,269,LB,SUSPECTED DOMOIC ACID TOXICITY,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/20/05,6/20/05,SANTA BARBARA,SANTA BARBARA,EAST BEACH,,,HAULOUT-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,40,IN,42,LB,ANIMAL HEALTHY; TRANSPORTED TO REHAB FACILITY FOR OFFSHORE ISLAND RELEASE,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/21/05,6/21/05,SANTA BARBARA,SUMMERLAND,3485 PADARO LANE,,,UNKNOWN,MODERATE DECOMPOSITION,BURIED,U,UNKNOWN,60,IN,300,LB,,NO PARTS COLLECTED,
CALIFORNIA SEA LION,6/21/05,6/21/05,SANTA BARBARA,GOLETA,GOLETA BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,SUBADULT,60,IN,137,LB,SUSPECTED DOMOIC ACID TOXICITY; ONE OF TWO ANIMALS FOUND AT THIS SITE ON THIS DATE,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/21/05,6/21/05,SANTA BARBARA,ELLWOOD,ELLWOOD BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,63,IN,376,LB,SUSPECTED DOMOIC ACID TOXICITY,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/21/05,6/21/05,SANTA BARBARA,GOLETA,GOLETA POINT,,,HAULOUT-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,YEARLING,43,IN,52,LB,ANIMAL HEALTHY; PUBLIC NUISANCE; TRANSPORTED TO REHAB FACILITY FOR OFFSHORE ISLAND RELEASE,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/21/05,6/21/05,SANTA BARBARA,SANTA BARBARA,WEST BEACH,,,HAULOUT-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,YEARLING,42,IN,67,LB,ANIMAL HEALTHY; PUBLIC NUISANCE; TRANSPORTED TO REHAB FACILITY FOR OFFSHORE ISLAND RELEASE,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/21/05,6/21/05,SANTA BARBARA,,HOPE RANCH,,,HAULOUT-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,YEARLING,39,IN,41,LB,ANIMAL HEALTHY; PUBLIC NUISANCE; TRANSPORTED TO REHAB FACILITY FOR OFFSHORE ISLAND RELEASE,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/21/05,6/21/05,SANTA BARBARA,GOLETA,GOLETA BEACH,,,HAULOUT-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,YEARLING,39,IN,44,LB,ANIMAL HEALTHY; PUBLIC NUISANCE; TRANSPORTED TO REHAB FACILITY FOR OFFSHORE ISLAND RELEASE,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/21/05,6/21/05,SANTA BARBARA,SUMMERLAND,SUMMERLAND BEACH,,,HAULOUT-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,YEARLING,44,IN,66,LB,ANIMAL HEALTHY; PUBLIC NUISANCE; TRANSPORTED TO REHAB FACILITY FOR OFFSHORE ISLAND RELEASE,NA,SANTA BARBARA MARINE MAMMAL CENTER
HARBOR SEAL,6/21/05,6/21/05,SANTA BARBARA,SANTA BARBARA,SANTA BARBARA HARBOR,,,HAULOUT-RELATED,ALIVE,TRANSLOCATION,U,UNKNOWN,,,,,"ANIMAL HAULED OUT INSIDE HARBOR, TRANSPORTED TO OPEN OCEAN & RELEASED BY SANTA BARBARA HARBOR PATROL PERSONNEL",N/A,TRANSLOCATION
UNIDENTIFIED PINNIPED,6/22/05,6/22/05,SANTA BARBARA,SANTA BARBARA,AT MISSION CREEK,,,UNKNOWN,ADVANCED DECOMPOSITION,BURIED,U,UNKNOWN,,,350,LB,,NO PARTS COLLECTED,
LONG-BEAKED COMMON DOLPHIN,6/22/05,6/22/05,SANTA BARBARA,GOLETA,"BACARA RESORT, ELLWOOD BEACH",3443,11992,UNKNOWN,MODERATE DECOMPOSITION,SPECIMEN TO SCIENTIFIC COLLECTION,F,ADULT,205,CM,216,LB,"PREGNANT FEMALE CARRYING NEAR TERM FETUS (FEMALE, 75.5 CM, 10.4 LB)","VARIOUS TISSUE SAMPLES, FETUS & SKULL TO SANTA BARBARA MUSEUM OF NATURAL HISTORY; SKULL TRANSFERRED TO WORLD OF NATURE MUSEUM OF OSTEOLOGY ON 8/22/05 (DOC-4937-F/SWR)",
CALIFORNIA SEA LION,6/22/05,6/22/05,SANTA BARBARA,GOLETA,GOLETA BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,65,IN,275,LB,SUSPECTED DOMOIC ACID; ONE OF TWO ANIMALS FOUND AT THIS SITE ON THIS DATE,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/22/05,6/22/05,SANTA BARBARA,ISLA VISTA,ISLA VISTA,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,67,IN,335,LB,SUSPECTED DOMOIC ACID,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/22/05,6/22/05,SANTA BARBARA,GOLETA,GOLETA BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,65,IN,270,LB,SUSPECTED DOMOIC ACID TOXICITY; ONE OF TWO ANIMALS FOUND AT THIS SITE ON THIS DATE,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/22/05,6/22/05,SANTA BARBARA,CARPINTERIA,CARPINTERIA BEACH,,,HAULOUT-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,YEARLING,40,IN,59,LB,ANIMAL HEALTHY; PUBLIC NUISANCE; TRANSPORTED TO REHAB FACILITY FOR OFFSHORE ISLAND RELEASE,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/23/05,6/23/05,SANTA BARBARA,MONTECITO,SAN YSIDRO RANCH; MIRAMAR BEACH,,,UNKNOWN,MODERATE DECOMPOSITION,BURIED,U,UNKNOWN,60,IN,300,LB,,NO PARTS COLLECTED,
CALIFORNIA SEA LION,6/23/05,6/23/05,SANTA BARBARA,SANTA BARBARA,ARROYO BURRO BEACH COUNTY PARK,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,65,IN,246,LB,SUSPECTED DOMOIC ACID TOXICITY,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/23/05,6/23/05,SANTA BARBARA,SANTA BARBARA,"STEARN'S WHARF, SANTA BARBARA HARBOR",,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,64,IN,239,LB,SUSPECTED DOMOIC ACID TOXICITY,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/23/05,6/23/05,SANTA BARBARA,CARPINTERIA,CARPINTERIA BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,64,IN,242,LB,SUSPECTED DOMOIC ACID TOXICITY,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/23/05,6/23/05,SANTA BARBARA,SANTA BARBARA,SANTA BARBARA HARBOR,,,HAULOUT-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,YEARLING,40,IN,44,LB,ANIMAL HEALTHY; PUBLIC NUISANCE; TRANSPORTED TO REHAB FACILITY FOR OFFSHORE ISLAND RELEASE,N/A,SANTA BARBARA MARINE MAMMAL CENTER
LONG-BEAKED COMMON DOLPHIN,6/24/05,6/24/05,SANTA BARBARA,SUMMERLAND,0.2 MILES NORTH OF LOOKOUT POINT,3425,11936,FISHERY-RELATED,ADVANCED DECOMPOSITION,LEFT AT SITE,M,UNKNOWN,240,CM,,,FLUKE CLEANLY CUT; 2 CUTS POSSIBLE FROM FISHING LINE,NO PARTS COLLECTED,
CALIFORNIA SEA LION,6/24/05,6/24/05,SANTA BARBARA,,DOS PUEBLOS,,,ABANDONMENT,ALIVE,TAKEN TO REHAB CENTER,F,PUP/CALF,25.75,IN,12.75,LB,PUP FOUND NEAR DEAD FEMALE; NATURAL ABANDONMENT,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/24/05,6/24/05,SANTA BARBARA,ISLA VISTA,"CAMPUS POINT, UNIVERSITY OF CALIFORNIA, SANTA BARBARA",,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,62,IN,215,LB,SUSPECTED DOMOIC ACID TOXICITY,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/24/05,6/24/05,SANTA BARBARA,SANTA BARBARA,ARROYO BURRO BEACH COUNTY PARK,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,62,IN,208,LB,SUSPECTED DOMOIC ACID TOXICITY,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/24/05,6/24/05,SANTA BARBARA,SANTA BARBARA,SANTA BARBARA HARBOR,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,63,IN,240,LB,SUSPECTED DOMOIC ACID TOXICITY,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/24/05,6/24/05,SANTA BARBARA,ISLA VISTA,ISLA VISTA,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,62,IN,198,LB,SUSPECTED DOMOIC ACID TOXICITY,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/24/05,6/24/05,SANTA BARBARA,MONTECITO,MIRAMAR BEACH,,,HAULOUT-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,YEARLING,36,IN,25,LB,ANIMAL HEALTHY; PUBLIC NUISANCE; TRANSPORTED TO REHAB FACILITY FOR OFFSHORE ISLAND RELEASE,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/24/05,6/24/05,SANTA BARBARA,SANTA BARBARA,EAST BEACH,,,HAULOUT-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,YEARLING,40,IN,49,LB,ANIMAL HEALTHY; PUBLIC NUISANCE; TRANSPORTED TO REHAB FACILITY FOR OFFSHORE ISLAND RELEASE,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/24/05,6/24/05,SANTA BARBARA,CARPINTERIA,CARPINTERIA STATE BEACH,,,HAULOUT-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,YEARLING,40,IN,49,LB,ANIMAL HEALTHY; PUBLIC NUISANCE; TRANSPORTED TO REHAB FACILITY FOR OFFSHORE ISLAND RELEASE,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/25/05,6/25/05,SANTA BARBARA,,ARROYO BURRO BEACH COUNTY PARK,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,61,IN,230,LB,SUSPECTED DOMOIC ACID TOXICITY,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/25/05,6/25/05,SANTA BARBARA,SANTA BARBARA,EAST BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,61,IN,217,LB,SUSPECTED DOMOIC ACID TOXICITY,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/25/05,6/25/05,SANTA BARBARA,SANTA BARBARA,WEST BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,64,IN,337,LB,SUSPECTED DOMOIC ACID TOXICITY,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/25/05,6/25/05,SANTA BARBARA,GOLETA,GOLETA BEACH,,,HAULOUT-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,40,IN,45,LB,ANIMAL HEALTHY; PUBLIC NUISANCE; TRANSPORTED TO REHAB FACILITY FOR OFFSHORE ISLAND RELEASE,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/25/05,6/25/05,SANTA BARBARA,SANTA BARBARA,THOUSAND STEPS BEACH,,,HAULOUT-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,YEARLING,39,IN,47,LB,ANIMAL HEALTHY; PUBLIC NUISANCE; TRANSPORTED TO REHAB FACILITY FOR OFFSHORE ISLAND RELEASE,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/25/05,6/25/05,SANTA BARBARA,MONTECITO,PADARO LANE,,,HAULOUT-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,SUBADULT,49,IN,165,LB,ANIMAL HEALTHY; PUBLIC NUISANCE; TRANSPORTED TO REHAB FACILITY FOR OFFSHORE ISLAND RELEASE,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/26/05,6/26/05,SANTA BARBARA,SANTA BARBARA,ARROYO BURRO BEACH COUNTY PARK,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,64,IN,317,LB,SUSPECTED DOMOIC ACID TOXICITY,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/26/05,6/26/05,SANTA BARBARA,GOLETA,GOLETA  BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,61,IN,246,LB,SUSPECTED DOMOIC ACID TOXICITY,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/26/05,6/26/05,SANTA BARBARA,,REFUGIO STATE BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,60,IN,186,LB,SUSPECTED DOMOIC ACID TOXICITY,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/26/05,6/26/05,SANTA BARBARA,,ELLWOOD SHORES,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,66,IN,337,LB,SUSPECTED DOMOIC ACID TOXICITY,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/27/05,6/27/05,SANTA BARBARA,SUMMERLAND,SUMMERLAND BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,63,IN,276,LB,SUSPECTED DOMOIC ACID TOXICITY,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/29/05,6/29/05,SANTA BARBARA,SANTA BARBARA,EAST BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,SUBADULT,54,IN,131,LB,LETHARGIC,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/29/05,6/29/05,SANTA BARBARA,SANTA BARBARA,SANTA BARBARA HARBOR,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,65,IN,369,LB,LETHARGIC,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/30/05,6/30/05,SANTA BARBARA,GOLETA,GOLETA BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,ADULT,73,IN,402,LB,LETHARGIC; BRAND #04874 ON LEFT SIDE,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/30/05,6/30/05,SANTA BARBARA,SANTA BARBARA,ARROYO BURRO BEACH COUNTY PARK,,,HAULOUT-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,60,IN,161,LB,ANIMAL HEALTHY; TRANSPORTED TO REHAB FACILITY FOR OFFSHORE ISLAND RELEASE,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,7/1/05,7/1/05,SANTA BARBARA,SANTA BARBARA,"EAST BEACH, VOLLEYBALL COURT",,,UNKNOWN,FRESH DEAD,BURIED,U,UNKNOWN,48,IN,240,LB,,NO PARTS COLLECTED,
CALIFORNIA SEA LION,7/1/05,7/1/05,SANTA BARBARA,LOMPOC,ARROYO QUEMADO BEACH; 3.5 MILES NORTH OF REFUGIO STATE BEACH,,,UNKNOWN,MODERATE DECOMPOSITION,LEFT AT SITE,U,UNKNOWN,60,IN,200,LB,BEACH TOO ROCKY TO BURY CARCASS,NO PARTS COLLECTED,
CALIFORNIA SEA LION,7/2/05,7/2/05,SANTA BARBARA,SUMMERLAND,SUMMERLAND BEACH,,,UNKNOWN,FRESH DEAD,BURIED,U,UNKNOWN,60,IN,240,LB,,NO PARTS COLLECTED,
CALIFORNIA SEA LION,7/2/05,7/2/05,SANTA BARBARA,SUMMERLAND,SUMMERLAND BEACH,,,UNKNOWN,MODERATE DECOMPOSITION,BURIED,U,UNKNOWN,42,IN,140,LB,,NO PARTS COLLECTED,
CALIFORNIA SEA LION,7/3/05,7/3/05,SANTA BARBARA,SANTA BARBARA,ARROYO BURRO BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,60,IN,161,LB,RESTRAND,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,7/3/05,7/3/05,SANTA BARBARA,,HOPE RANCH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,YEARLING,41,IN,46,LB,ABCESS ON LEFT FLIPPER,N/A,SANTA BARARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,7/3/05,7/3/05,SANTA BARBARA,SANTA BARBARA,ARROYO BURRO BEACH,,,SHOOTING-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,SUBADULT,60,IN,176,LB,MULTIPLE LACERATIONS; NOSE TORN OPEN,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,7/4/05,7/4/05,SANTA BARBARA,MONTECITO,BUTTERFLY BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,YEARLING,42,IN,49,LB,LETHARGIC,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,7/5/05,7/5/05,SANTA BARBARA,GOLETA,"BACARA BEACH, 8301 HOLLISTER AVE",,,UNKNOWN,MODERATE DECOMPOSITION,BURIED,U,UNKNOWN,72,IN,200,LB,,NO PARTS COLLECTED,
UNIDENTIFIED PINNIPED,7/5/05,7/5/05,SANTA BARBARA,SANTA BARBARA,"EAST BEACH, 50-100 YARDS EAST OF MILPAS STREET",,,UNKNOWN,MODERATE DECOMPOSITION,BURIED,U,UNKNOWN,36,IN,60,LB,,NO PARTS COLLECTED,
CALIFORNIA SEA LION,7/5/05,7/5/05,SANTA BARBARA,SUMMERLAND,PADARO LANE,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,YEARLING,42,IN,51,LB,SWOLLEN LEFT FLIPPER,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,7/5/05,7/5/05,SANTA BARBARA,GOLETA,COAL OIL POINT,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,YEARLING,41,IN,48,LB,BURST ABCESS ON LEFT FRONT FLIPPER,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,7/5/05,7/5/05,SANTA BARBARA,GOLETA,ELLWOOD BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,YEARLING,39,IN,36,LB,ABCESS ON RIGHT FORE FLIPPER,N/A,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,7/8/05,7/8/05,SANTA BARBARA,SANTA BARBARA,,,,UNKNOWN,MODERATE DECOMPOSITION,BURIED,U,UNKNOWN,36,IN,200,LB,,NO PARTS COLLECTED,
CALIFORNIA SEA LION,7/8/05,7/8/05,SANTA BARBARA,SANTA BARBARA,,,,UNKNOWN,MODERATE DECOMPOSITION,BURIED,U,UNKNOWN,36,IN,200,LB,,NO PARTS COLLECTED,
FIN WHALE,7/8/05,7/8/05,SANTA BARBARA,SANTA BARBARA,JUST EAST OF SANTA BARBARA ISLAND,,,VESSEL COLLISION,ALIVE,LEFT AT SITE,U,UNKNOWN,,,,,"FREE-SWIMMING ANIMAL WITH TWO  LARGE WOUNDS ON DORSUM, PROBABLE RECENT SMALL SHIP OR LARGE BOAT TWIN PROPELLER WOUNDS",NA,
